year,Base case diesel consumed,Modeled non-residential ashp
2017,90592.5410218,63593.0212087
2018,88965.9528479,61966.4330349
2019,87339.3646741,60339.844861
2020,85712.7765003,58713.2566872
2021,85712.7765003,58713.2566872
2022,84086.1883265,57086.6685134
2023,82459.6001527,55460.0803396
2024,80833.0119789,53833.4921658
2025,79206.423805,52206.903992
2026,77579.8356312,50580.3158182
2027,75953.2474574,48953.7276443
2028,74326.6592836,47327.1394705
2029,72700.0711098,45700.5512967
2030,71073.482936,44073.9631229
2031,69446.8947622,42447.3749491
