year,Base case diesel consumed,Modeled residential ashp
2017,157027.579605,20137.8882015
2018,157868.024075,20978.332672
2019,158708.468546,21818.7771426
2020,159548.913017,22659.2216131
2021,159548.913017,22659.2216131
2022,160389.357487,23499.6660837
2023,161229.801958,24340.1105542
2024,162070.246428,25180.5550248
2025,162070.246428,25180.5550248
2026,161229.801958,24340.1105542
2027,162070.246428,25180.5550248
2028,162070.246428,25180.5550248
2029,162070.246428,25180.5550248
2030,162910.690899,26020.9994953
2031,162070.246428,25180.5550248
