year,Base case cost,Modeled wind power
2019,673780.402077,943090.271818
2020,716803.211516,975858.297953
2021,745912.404695,998130.968929
2022,768436.573312,1015527.74589
2023,784095.662878,1027768.57436
2024,797492.601067,1038316.96163
2025,815340.458746,1052176.84802
2026,829775.994737,1062624.41273
2027,844265.444962,1073695.60185
2028,858772.866597,1084784.76239
2029,876471.711326,1098495.63583
2030,887218.615182,1106963.69895
2031,903572.599311,1118760.00161
2032,920169.9463,1131369.37732
2033,938504.529697,1145146.27925
2034,957442.652985,1159526.72107
2035,973917.944139,1172583.75112
2036,998967.096021,1193075.22153
2037,1011685.61344,1202945.18803
2038,1033787.4539,1220489.34702
