year,Base case cost,Modeled water and wastewater efficiency
2017,78045.4927243,91718.2659026
2018,82442.9144107,94772.9372142
2019,88574.4441035,99033.5649014
2020,91563.1152692,101110.297809
2021,93579.4428359,102511.650117
2022,95117.2115473,103580.692936
2023,96167.9524461,104311.448075
2024,97054.5800883,104928.181521
2025,98254.343691,105762.238258
2026,99317.0026205,106499.38012
2027,100324.079727,107199.229642
2028,101315.723424,107888.168344
2029,102518.489972,108724.314265
2030,103226.209599,109216.531643
2031,104434.255607,110054.481868
