year,Base case diesel consumed,Modeled non-residential ashp
2017,157027.579605,95476.4701726
2018,157868.024075,96316.9146432
2019,158708.468546,97157.3591137
2020,159548.913017,97997.8035843
2021,159548.913017,97997.8035843
2022,160389.357487,98838.2480548
2023,161229.801958,99678.6925254
2024,162070.246428,100519.136996
2025,162070.246428,100519.136996
2026,161229.801958,99678.6925254
2027,162070.246428,100519.136996
2028,162070.246428,100519.136996
2029,162070.246428,100519.136996
2030,162910.690899,101359.581466
2031,162070.246428,100519.136996
