year,Base case cost,Modeled solar power (pv)
2016,436633.404837,465997.84957
2017,523691.413208,551682.422462
2018,586011.774157,613037.618269
2019,673780.402077,699474.4493
2020,716803.211516,741908.729809
2021,745912.404695,770665.521237
2022,768436.573312,792955.794923
2023,784095.662878,808496.726245
2024,797492.601067,821814.992397
2025,815340.458746,839513.341838
2026,829775.994737,853802.607867
2027,844265.444962,868184.871037
2028,858772.866597,882587.685685
2029,876471.711326,900149.154088
2030,887218.615182,910866.855659
2031,903572.599311,927053.983345
2032,920169.9463,943522.507068
2033,938504.529697,961697.029949
2034,957442.652985,980478.561902
2035,973917.944139,996867.992453
