year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,8973.66603661,5832.8829238
2018,8976.5495817,5834.75722811
2019,8990.54866275,5843.85663079
2020,8997.25399152,5848.21509449
2021,9003.74905336,5852.43688468
2022,9010.8212021,5857.03378137
2023,9017.77134744,5861.55137584
2024,9024.4623705,5865.90054083
2025,9029.89584076,5869.4322965
2026,9022.96782878,5864.92908871
2027,9025.65973136,5866.67882539
2028,9026.94886469,5867.51676205
2029,9032.39097236,5871.05413203
2030,9037.20389875,5874.18253419
2031,9029.03129008,5868.87033855
