year,Base case cost,Modeled transmission and interties
2021,1491824.80939,
2022,1536873.14662,
2023,1568191.32576,
2024,1594985.20213,
2025,1630680.91749,
2026,1659551.98947,
2027,1688530.88992,
2028,1717545.73319,
2029,1752943.42265,
2030,1774437.23036,
2031,1807145.19862,
2032,1840339.8926,
2033,1877009.05939,
2034,1914885.30597,
2035,1947835.88828,
2036,1997934.19204,
2037,2023371.22688,
2038,2067574.90779,
2039,2100552.44722,
2040,2155341.28928,
