year,Base case cost,Modeled diesel efficiency
2019,1446760.44122,1696858.40848
2020,1548372.37856,1789232.89697
2021,1616113.67012,1850815.8893
2022,1674177.63432,1903601.31129
2023,1708048.2801,1934392.80746
2024,1741918.92588,1965184.30362
2025,1775789.57166,1995975.79979
2026,1819337.54481,2035564.86629
2027,1858046.85427,2070755.14762
2028,1891917.50005,2101546.64378
2029,1935465.4732,2141135.71028
2030,1959658.79162,2163129.63611
2031,2008045.42845,2207117.48777
2032,2051593.40159,2246706.55427
2033,2099980.03842,2290694.40593
2034,2148366.67525,2334682.2576
2035,2182237.32103,2365473.75376
2036,2235462.62155,2413860.39059
2037,2264494.60364,2440253.10159
2038,2317719.90416,2488639.73842
