year,Base case diesel consumed,Modeled residential ashp
2017,772282.841367,138319.314835
2018,787866.547734,153903.021202
2019,801718.731171,167755.204639
2020,815570.914608,181607.388076
2021,827691.575115,193728.048584
2022,843275.281482,209311.75495
2023,857127.464919,223163.938387
2024,874442.694216,240479.167684
2025,891757.923512,257794.39698
2026,909073.152808,275109.626277
2027,928119.905034,294156.378503
2028,945435.134331,311471.607799
2029,967944.932416,333981.405884
2030,992186.253431,358222.726899
2031,1018159.09738,384195.570844
