year,Base case cost,Modeled biomass for heat (cordwood)
2017,354614.473275,460689.698538
2018,395508.403275,489125.157737
2019,451548.233275,528958.804192
2020,478810.853275,547284.244728
2021,496985.933275,558850.898891
2022,512131.833275,568196.260081
2023,521219.373275,573049.879536
2024,530306.913275,577949.304065
2025,539394.453275,582893.460107
2026,551511.173275,590150.622327
2027,562113.303275,596315.782323
2028,569686.253275,600253.278727
2029,581802.973275,607635.442794
2030,587861.333275,610518.690308
2031,601492.643275,619114.04388
2032,,
2033,,
2034,,
2035,,
2036,,
