year,Base case cost,Modeled non-residential energy efficiency
2017,2429870.08097,2105993.81085
2018,2471538.3163,2142047.37221
2019,2528639.23138,2193429.42921
2020,2556418.05493,2216025.51772
2021,2574937.27064,2229607.16126
2022,2590369.95039,2240256.10573
2023,2599629.55824,2244927.59821
2024,2608889.16609,2249703.50636
2025,2618148.77394,2254581.3829
2026,2630494.91774,2262601.02477
2027,2641297.79357,2269196.81792
2028,2649014.13344,2272845.38975
2029,2661360.27724,2281149.98149
2030,2667533.34915,2283460.76579
2031,2681422.76092,2293465.46059
