year,Base case cost,Modeled residential energy efficiency
2017,2833377.21398,2842983.26789
2018,3063474.55756,3017045.93066
2019,3359996.32177,3241117.25446
2020,3536889.91615,3377492.98223
2021,3669393.21004,3479728.97116
2022,3805444.36168,3589088.03872
2023,3908071.88956,3671927.85336
2024,4027444.85893,3771742.40696
2025,4148533.91064,3873496.96616
2026,4286367.11624,3988879.56919
2027,4426817.99119,4108760.78408
2028,4545755.76439,4210672.22717
2029,4714513.21079,4357604.82276
2030,4861730.24165,4489865.45695
2031,5060910.76103,4665946.83929
2032,5263795.8019,4847589.80616
2033,5453167.35633,5015904.51155
2034,5672218.34807,5212412.14548
2035,5876284.81409,5399114.07572
2036,6129806.61677,5630441.66918
