year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,18997.06,361060.12,1750387.3,45303.65,2068809.96,1082989.92
2018,21320.66,400425.62,1960332.09,45524.07,2071112.7,1103142.47
2019,24490.29,454370.92,2238305.54,45760.3,2074268.31,1121690.79
2020,26106.84,480614.58,2397488.96,45940.26,2075803.48,1139400.96
2021,27226.56,498110.35,2514653.19,46094.36,2076826.92,1154740.02
2022,28229.4,512690.17,2631222.96,46284.85,2077679.78,1174221.4
2023,28892.64,521438.05,2716661.85,46454.37,2078191.51,1191410.04
2024,29600.37,530185.94,2814611.96,46661.16,2078703.23,1212832.9
2025,30293.82,538933.83,2914267.75,46848.01,2079214.95,1234266.16
2026,31196.91,550597.68,3030554.3,47068.46,2079897.24,1255812.82
2027,32011.66,560803.54,3147382.24,47276.41,2080494.25,1279435.75
2028,32666.69,568093.45,3244905.74,47485.79,2080920.68,1300850.02
2029,33651.18,579757.3,3385730.0,47754.6,2081602.98,1328783.21
2030,34309.36,585589.22,3503101.85,48028.72,2081944.13,1358628.39
2031,35439.8,598711.05,3670026.11,48329.72,2082711.71,1390884.65
2032,,,3838572.02,,,1425223.78
2033,,,3997819.07,,,1455348.28
2034,,,4182426.99,,,1489791.36
2035,,,4350092.7,,,1526192.11
2036,,,4562763.4,,,1567043.22
