year,Base case cost,Modeled solar power (pv)
2016,28470.2097476,
2017,39138.8443995,
2018,53863.4707655,
2019,64073.9384385,
2020,74068.7316444,
2021,82462.4827604,
2022,90505.1549672,
2023,98284.753595,
2024,107228.271127,
2025,115576.852765,
2026,126415.71306,
2027,136531.281905,
2028,146356.290382,
2029,160088.853509,
2030,172596.192013,
2031,188672.313365,
2032,205794.474446,
2033,222443.715883,
2034,240961.044191,
2035,259884.515751,
