year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,20599.39,8113.81,145798.12,633963.53
2018,24821.88,8164.7,145798.12,646756.12
2019,25225.96,8214.57,145798.12,658127.32
2020,27231.15,8258.2,145798.12,669498.51
2021,29036.09,8297.43,145798.12,679448.31
2022,30784.07,8348.62,145798.12,692240.9
2023,32761.58,8395.79,145798.12,703612.1
2024,35041.92,8454.05,145798.12,717826.09
2025,37043.86,8506.34,145798.12,732040.09
2026,39504.91,8567.46,145798.12,746254.08
2027,41752.69,8625.4,145798.12,761889.47
2028,44083.22,8684.89,145798.12,776103.47
2029,47084.96,8760.31,145798.12,794581.66
2030,50173.31,8839.6,145798.12,814481.25
2031,53448.25,8923.93,145798.12,835802.24
2032,57006.78,,,858544.63
2033,60282.85,,,878444.23
2034,63746.31,,,901186.62
2035,67678.26,,,925350.41
2036,71890.7,,,952357.0
