year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,8113.81400697,5273.97910453
2018,8164.69644504,5307.05268927
2019,8214.5693859,5339.47010083
2020,8258.19909938,5367.8294146
2021,8297.43453091,5393.33244509
2022,8348.62467669,5426.60603985
2023,8395.79302877,5457.2654687
2024,8454.05235418,5495.13403022
2025,8506.33837125,5529.11994132
2026,8567.46423686,5568.85175396
2027,8625.40235861,5606.5115331
2028,8684.89251484,5645.18013464
2029,8760.31059356,5694.20188581
2030,8839.60470969,5745.7430613
2031,8923.92741752,5800.55282139
