year,Base case cost,Modeled water and wastewater efficiency
2017,64300.7127713,83984.1018471
2018,66844.7311649,84777.1398325
2019,70250.5910515,86152.6427682
2020,72047.0996889,86496.6412314
2021,73320.9200138,86518.0336714
2022,74514.244937,86510.0095969
2023,75347.0056662,86284.3359509
2024,76261.5268665,86133.9064624
2025,77141.8283597,85977.1828801
2026,78265.367468,85999.445934
2027,79288.0680666,85972.0250735
2028,80152.4801942,85858.5699043
2029,81405.7848166,86020.1562407
2030,82338.0865631,85989.5583869
2031,83769.5202019,86301.6462319
