year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,313249.170469,231804.386147
2018,313249.170469,231804.386147
2019,313249.170469,231804.386147
2020,313249.170469,231804.386147
2021,313249.170469,231804.386147
2022,313249.170469,231804.386147
2023,313249.170469,231804.386147
2024,313249.170469,231804.386147
2025,313249.170469,231804.386147
2026,313249.170469,231804.386147
2027,313249.170469,231804.386147
2028,313249.170469,231804.386147
2029,313249.170469,231804.386147
2030,313249.170469,231804.386147
2031,313249.170469,231804.386147
