year,Base case cost,Modeled diesel efficiency
2019,1219783.73628,1513376.0874
2020,1303031.41431,1579575.75292
2021,1359624.3709,1621766.04201
2022,1405330.45246,1654276.15291
2023,1433201.38952,1670784.39153
2024,1458105.61958,1684802.55288
2025,1485138.8982,1700958.29222
2026,1519592.97154,1724057.55161
2027,1549128.48629,1742878.11182
2028,1570778.73545,1754718.44979
2029,1600988.13569,1774523.62414
2030,1618694.40965,1783141.80254
2031,1656761.55625,1810445.14092
2032,1688544.92209,1832207.11911
2033,1719230.87481,1853138.60507
2034,1754896.46538,1878760.27285
2035,1773741.76689,1889250.18114
2036,1810078.55814,1915797.11992
2037,1830337.40829,1927879.77616
2038,1870990.69112,1958651.29011
