year,Base case cost,Modeled residential energy efficiency
2017,1175390.37018,1207214.72775
2018,1244078.53542,1255708.3153
2019,1342555.72619,1328276.7717
2020,1369653.6429,1340667.88498
2021,1360588.62308,1320165.13611
2022,1377896.00871,1327715.49046
2023,1367408.09918,1309677.73255
2024,1376732.07487,1312070.77137
2025,1356846.00998,1284813.16258
2026,1324944.34274,1244568.57756
2027,1288429.06046,1200323.09365
2028,1253572.45317,1158875.73395
2029,1222190.44387,1119925.68999
2030,1191076.95213,1082908.51416
2031,1152531.59409,1035892.37168
2032,1100784.46269,976277.777418
2033,1019603.07381,887301.796246
2034,955153.267721,814599.858393
2035,890920.796488,744299.558669
2036,840175.891143,685439.882312
