year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,6758395
2004,,0,0,0,0,0,6663301
2005,,0,0,0,0,0,6562312
2006,,0,0,0,0,0,7060098
2007,,0,0,0,0,0,6951391
2008,,0,0,0,0,0,6818170
2009,,0,0,0,0,0,6477397
2010,,0,0,0,0,0,6603290
2011,,0,0,0,0,0,6682382
2012,,0,0,0,0,0,6305603
2013,,0,0,0,0,0,6275571
2014,start of forecast,0,0,0,0,0,6483000
2015,,0,0,0,0,0,6466000
2016,,0,0,0,0,0,6445000
2017,,0,0,0,0,0,6424000
2018,,0,0,0,0,0,6411000
2019,,0,0,0,0,0,6399000
2020,,0,0,0,0,0,6386000
2021,,0,0,0,0,0,6370000
2022,,0,0,0,0,0,6364000
2023,,0,0,0,0,0,6355000
2024,,0,0,0,0,0,6352000
2025,,0,0,0,0,0,6340000
2026,,0,0,0,0,0,6324000
2027,,0,0,0,0,0,6306000
2028,,0,0,0,0,0,6291000
2029,,0,0,0,0,0,6277000
2030,,0,0,0,0,0,6264000
2031,,0,0,0,0,0,6249000
2032,,0,0,0,0,0,6227000
2033,,0,0,0,0,0,6202000
2034,,0,0,0,0,0,6181000
2035,,0,0,0,0,0,6160000
2036,,0,0,0,0,0,6143000
2037,,0,0,0,0,0,6128000
2038,,0,0,0,0,0,6113000
2039,,0,0,0,0,0,6096000
2040,,0,0,0,0,0,6083000
