year,Base case diesel consumed,Modeled non-residential ashp
2017,7636.99939366,-8965.17321785
2018,7636.99939366,-8965.17321785
2019,7636.99939366,-8965.17321785
2020,7636.99939366,-8965.17321785
2021,7636.99939366,-8965.17321785
2022,7636.99939366,-8965.17321785
2023,7636.99939366,-8965.17321785
2024,7636.99939366,-8965.17321785
2025,7636.99939366,-8965.17321785
2026,7636.99939366,-8965.17321785
2027,7636.99939366,-8965.17321785
2028,7636.99939366,-8965.17321785
2029,7636.99939366,-8965.17321785
2030,7636.99939366,-8965.17321785
2031,7636.99939366,-8965.17321785
