year,population
2003,87.0
2004,81.0
2005,110.0
2006,119.0
2007,130.0
2008,118.0
2009,114.0
2010,109.0
2011,114.0
2012,113.0
2013,113.0
2014,113.0
2015,112.0
2016,112.0
2017,111.0
2018,110.0
2019,110.0
2020,109.0
2021,108.0
2022,107.0
2023,106.0
2024,105.0
2025,104.0
2026,102.0
2027,101.0
2028,100.0
2029,98.0
2030,97.0
2031,95.0
2032,94.0
2033,93.0
2034,92.0
2035,91.0
2036,89.0
2037,88.0
2038,87.0
2039,86.0
2040,84.0
