year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,21517.99,200776.09,39595.6,49449.29,127644.94,96187.65
2018,23458.17,218897.43,42633.55,51737.84,133572.69,100654.54
2019,26126.79,243814.26,46810.74,54888.76,141723.34,106796.51
2020,27459.94,256272.68,48899.33,56460.1,145798.67,109867.5
2021,28367.65,264767.06,50323.37,57526.98,148577.3,111961.36
2022,29031.57,270996.27,48499.55,58303.13,150614.97,109131.59
2023,29512.22,275526.6,49216.63,58859.77,152096.9,110205.36
2024,29872.19,278924.35,49754.44,59275.5,153208.36,111010.69
2025,30354.11,283454.69,50471.52,59837.12,154690.29,112084.46
2026,30897.68,288551.31,51278.24,60474.13,156357.47,113292.45
2027,31380.05,293081.65,48920.47,61037.6,157839.41,109791.58
2028,31801.33,297045.69,49510.82,61527.91,159136.1,110693.55
2029,32349.04,302142.32,50269.83,62179.78,160803.28,111853.22
2030,32653.0,304973.77,50691.5,62540.76,161729.49,112497.48
2031,33258.75,310636.69,51534.84,63255.11,163581.91,113786.01
2032,,,52378.19,,,115074.54
2033,,,53221.53,,,116363.06
2034,,,54064.88,,,117651.59
2035,,,51219.92,,,113613.82
2036,,,52089.29,,,114972.15
