year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,4740.6,416000.0,416000.0
2004,,4740.6,409000.0,409000.0
2005,,4740.6,18241.0,18241.0
2006,,4740.6,295441.0,295441.0
2007,,4740.6,200376.0,200376.0
2008,,4740.6,73081.0,73081.0
2009,,4740.6,372000.0,372000.0
2010,,4740.6,365000.0,365000.0
2011,,4740.6,366000.0,366000.0
2012,,4740.6,395271.0,395271.0
2013,,4740.6,399550.0,399550.0
2014,,4740.6,375239.0,375239.0
2015,,4740.6,370636.0,370636.0
2016,start of forecast,4740.6,361000.0,361000.0
2017,,4740.6,360000.0,360000.0
2018,,4740.6,359000.0,359000.0
2019,,4740.6,359000.0,359000.0
2020,,4740.6,358000.0,358000.0
2021,,4740.6,357000.0,357000.0
2022,,4740.6,356000.0,356000.0
2023,,4740.6,355000.0,355000.0
2024,,4740.6,354000.0,354000.0
2025,,4740.6,353000.0,353000.0
2026,,4740.6,352000.0,352000.0
2027,,4740.6,352000.0,352000.0
2028,,4740.6,351000.0,351000.0
2029,,4740.6,351000.0,351000.0
2030,,4740.6,352000.0,352000.0
2031,,4740.6,351000.0,351000.0
2032,,4740.6,350000.0,350000.0
2033,,4740.6,349000.0,349000.0
2034,,4740.6,348000.0,348000.0
2035,,4740.6,347000.0,347000.0
2036,,4740.6,347000.0,347000.0
2037,,4740.6,346000.0,346000.0
2038,,4740.6,346000.0,346000.0
2039,,4740.6,346000.0,346000.0
2040,,4740.6,345000.0,345000.0
