year,Base case cost,Modeled water and wastewater efficiency
2017,70967.2712772,55201.9219161
2018,75196.0161709,58082.7054876
2019,81015.5422195,62086.0003118
2020,83920.0437715,64038.7868351
2021,85894.6307529,65338.844639
2022,87334.6947909,66264.5019623
2023,88371.9903752,66908.4715174
2024,89147.6832254,67370.3220184
2025,90191.2359796,68022.8380609
2026,91371.8143528,68773.8799364
2027,92417.6559074,69431.8649752
2028,93329.2402558,69997.0985422
2029,94528.8206315,70767.4742853
2030,95193.7599716,71162.9913528
2031,96513.8578598,72021.4047139
