year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,32213.16,6069.18,56629.18,9493.6
2018,32123.68,6068.67,56629.18,9493.6
2019,32123.68,6068.3,56629.18,9493.6
2020,32034.2,6067.89,56629.18,9493.6
2021,31944.72,6067.36,56629.18,9493.6
2022,31855.24,6066.63,56629.18,8963.53
2023,31765.76,6065.67,56629.18,8963.53
2024,31676.27,6064.86,56629.18,8963.53
2025,31586.79,6064.21,56629.18,8963.53
2026,31497.31,6063.78,56629.18,8963.53
2027,31497.31,6063.25,56629.18,8433.45
2028,31407.83,6062.65,56629.18,8433.45
2029,31407.83,6063.04,56629.18,8433.45
2030,31497.31,6063.19,56629.18,8433.45
2031,31407.83,6063.08,56629.18,8433.45
2032,31318.35,,,8433.45
2033,31228.87,,,8433.45
2034,31139.39,,,8433.45
2035,31049.91,,,7903.37
2036,31049.91,,,7903.37
