year,Base case cost,Modeled residential energy efficiency
2017,135783.244541,143618.217693
2018,143288.089482,150508.561661
2019,153607.251276,160096.121638
2020,158766.832173,164757.518846
2021,162284.728239,167855.7871
2022,157631.135455,162830.03143
2023,159421.989689,164285.728206
2024,160765.130365,165320.260761
2025,162555.984599,166787.66152
2026,164570.695613,168474.252149
2027,158712.051234,162303.316082
2028,160204.361313,163499.033916
2029,162123.045701,165105.757346
2030,163188.981472,165906.124051
2031,165320.853014,167725.872244
2032,167452.724555,169550.518492
2033,169584.596097,171379.947993
2034,171716.467639,173214.04864
2035,164833.744597,166069.058304
2036,167061.437417,167997.682673
