year,Base case diesel consumed,Modeled non-residential ashp
2017,135154.973369,106432.597854
2018,140343.502738,111621.127223
2019,145532.032107,116809.656592
2020,150720.561476,121998.185961
2021,155909.090845,127186.71533
2022,161097.620213,132375.244699
2023,167583.281924,138860.90641
2024,172771.811293,144049.435778
2025,177960.340662,149237.965147
2026,184446.002373,155723.626858
2027,189634.531742,160912.156227
2028,196120.193453,167397.817938
2029,201308.722822,172586.347307
2030,207794.384533,179072.009018
2031,214280.046244,185557.670729
