year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,95741.2518121,70463.7063409
2018,95741.2518121,70463.7063409
2019,95741.2518121,70463.7063409
2020,95741.2518121,70463.7063409
2021,95741.2518121,70463.7063409
2022,95741.2518121,70463.7063409
2023,95741.2518121,70463.7063409
2024,95741.2518121,70463.7063409
2025,95741.2518121,70463.7063409
2026,95741.2518121,70463.7063409
2027,95741.2518121,70463.7063409
2028,95741.2518121,70463.7063409
2029,95741.2518121,70463.7063409
2030,95741.2518121,70463.7063409
2031,95741.2518121,70463.7063409
