year,Base case cost,Modeled residential energy efficiency
2017,1123359.36295,1113935.42992
2018,1219656.68631,1204336.88378
2019,1339827.56402,1316646.60215
2020,1421961.2691,1395028.39028
2021,1492999.35343,1463565.19664
2022,1559691.83583,1528292.38921
2023,1632977.54209,1600148.79378
2024,1691598.27249,1657697.5479
2025,1753106.2382,1717954.87462
2026,1831707.90271,1794948.57473
2027,1897390.61951,1859201.98983
2028,1971251.64885,1931991.04289
2029,2041255.42534,2000386.85498
2030,2114482.37197,2072720.48805
2031,2198819.33402,2155449.48569
2032,2272012.63823,2227034.82549
2033,2358851.47753,2312265.70037
2034,2449806.54447,2401434.14019
2035,2530734.2797,2481289.89915
2036,2624322.90163,2573091.89396
