year,Base case cost,Modeled wind power
2019,504862.663867,710310.739608
2020,540674.324923,737044.706331
2021,566805.329021,757123.914206
2022,588891.629216,774455.231655
2023,607099.864037,789205.297205
2024,622521.367053,802033.173269
2025,639664.305572,816150.213677
2026,660125.136202,832720.603878
2027,679624.819611,848762.118017
2028,696221.719384,862765.390837
2029,717811.079684,880464.310709
2030,733572.555054,894064.430284
2031,756036.767624,912638.202426
2032,778808.963901,931519.958274
2033,802246.970367,951067.524311
2034,827326.812681,971824.655038
2035,846679.943457,988584.15886
2036,873144.968531,1010726.47235
2037,893400.47669,1028388.35355
2038,920931.541988,1051596.70726
