year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,13971.16,472018.93,658814.96,67711.27,520115.94,464544.41
2018,15034.36,503613.55,720408.38,71132.61,543863.99,499248.31
2019,16433.12,545739.7,797233.96,75628.98,575528.06,542593.61
2020,17186.91,565845.36,850466.35,77984.17,590640.46,571494.92
2021,17747.99,579249.13,896852.41,79695.12,600715.39,596146.95
2022,18230.16,589780.67,940589.01,81137.78,608631.41,619102.83
2023,18631.88,597439.97,988964.93,82309.8,614388.51,644012.61
2024,18980.72,603184.45,1027709.61,83303.31,618706.34,663888.66
2025,19364.67,609886.34,1068337.23,84403.59,623743.81,684769.0
2026,19815.31,618503.05,1120283.88,85710.18,630220.55,711424.03
2027,20243.63,626162.35,1163689.17,86936.18,635977.65,733701.45
2028,20614.2,631906.82,1212711.83,87973.06,640295.48,758539.82
2029,21087.45,640523.54,1258996.46,89325.59,646772.22,782258.97
2030,21441.41,645310.6,1307701.95,90294.42,650370.41,806780.42
2031,21929.37,653927.31,1363634.18,91676.63,656847.15,835185.15
2032,,,1412135.29,,,859877.35
2033,,,1469806.14,,,889045.34
2034,,,1530213.98,,,919592.56
2035,,,1584147.47,,,946586.81
2036,,,1646385.43,,,977937.47
