year,Base case diesel consumed,Modeled wind power
2019,144246.475391,103109.950503
2020,145734.319386,104597.794498
2021,147222.163382,106085.638494
2022,148710.007378,107573.48249
2023,150272.243573,109135.718685
2024,151834.479769,110697.954881
2025,153396.715965,112260.191077
2026,154958.95216,113822.427272
2027,156595.580555,115459.055668
2028,158232.208951,117095.684063
2029,159868.837346,118732.312458
2030,161579.857941,120443.333053
2031,163290.878536,122154.353649
2032,165001.899132,123865.374244
2033,166787.311927,125650.787039
2034,168498.332522,127361.807634
2035,170358.137516,129221.612628
2036,172217.942511,131081.417623
2037,174152.139706,133015.614818
2038,176086.3369,134949.812012
