year,Base case diesel consumed,Modeled non-residential ashp
2017,63835.042311,54044.3040963
2018,65254.7357743,55463.9975596
2019,66674.4292376,56883.691023
2020,68094.122701,58303.3844863
2021,69513.8161643,59723.0779497
2022,69513.8161643,59723.0779497
2023,70933.5096276,61142.771413
2024,72353.203091,62562.4648763
2025,73772.8965543,63982.1583397
2026,73772.8965543,63982.1583397
2027,75192.5900176,65401.851803
2028,76612.283481,66821.5452663
2029,76612.283481,66821.5452663
2030,78031.9769443,68241.2387297
2031,79451.6704076,69660.932193
