year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,32635.7940814,24242.7876203
2018,32635.7940814,24242.7876203
2019,32635.7940814,24242.7876203
2020,32635.7940814,24242.7876203
2021,32635.7940814,24242.7876203
2022,32635.7940814,24242.7876203
2023,32635.7940814,24242.7876203
2024,32635.7940814,24242.7876203
2025,32635.7940814,24242.7876203
2026,32635.7940814,24242.7876203
2027,32635.7940814,24242.7876203
2028,32635.7940814,24242.7876203
2029,32635.7940814,24242.7876203
2030,32635.7940814,24242.7876203
2031,32635.7940814,24242.7876203
