year,Base case cost,Modeled water and wastewater efficiency
2017,7182.53963684,4226.77230114
2018,7727.29708781,4399.74809399
2019,8486.0663945,4640.67866261
2020,8836.26761298,4751.87738659
2021,9089.19071521,4832.18757613
2022,9264.29132445,4887.78693812
2023,9400.48068719,4931.03088634
2024,9497.75880344,4961.91942078
2025,9614.49254293,4998.9856621
2026,9770.13752892,5048.4073172
2027,9906.32689166,5091.65126542
2028,10003.6050079,5122.53979986
2029,10159.2499939,5171.96145496
2030,10237.0724869,5196.67228251
2031,10392.7174729,5246.09393761
