year,Base case cost,Modeled residential energy efficiency
2017,390953.699034,393916.725279
2018,422611.740123,424150.584722
2019,464659.60736,464214.770381
2020,489598.16859,488237.786268
2021,510669.773317,508648.163802
2022,518707.922366,516228.54018
2023,534903.032557,532067.604959
2024,549478.187919,546388.44217
2025,565162.661624,561767.734094
2026,572706.80424,568904.967668
2027,589683.526855,585525.644872
2028,604940.514333,600528.314199
2029,612750.737774,607931.628598
2030,627314.158199,622291.594502
2031,646048.77117,640619.298432
2032,665049.464967,659213.083187
2033,673258.809646,667015.518825
2034,693701.422818,687000.359324
2035,710205.664166,703250.282521
2036,719740.517859,712327.363542
