year,annotation,Average Load
2003,,423.0
2004,,287.0
2005,,260.0
2006,,339.0
2007,,249.0
2008,,261.0
2009,,256.0
2010,,251.0
2011,,289.0
2012,,313.0
2013,,320.0
2014,,286.0
2015,,232.0
2016,start of forecast,258.0
2017,,250.0
2018,,245.0
2019,,246.0
2020,,247.0
2021,,246.0
2022,,248.0
2023,,251.0
2024,,256.0
2025,,261.0
2026,,266.0
2027,,269.0
2028,,271.0
2029,,298.0
2030,,323.0
2031,,344.0
2032,,340.0
2033,,329.0
2034,,320.0
2035,,319.0
2036,,328.0
2037,,348.0
2038,,367.0
2039,,373.0
2040,,370.0
