year,Base case diesel consumed,Modeled diesel efficiency
2019,176949.703856,160863.367142
2020,177312.445304,161193.132095
2021,176732.058987,160665.50817
2022,178183.02478,161984.567982
2023,180286.925179,163897.204708
2024,184131.98453,167392.713209
2025,187904.495591,170822.268719
2026,191531.910072,174119.918247
2027,193490.713892,175900.648993
2028,195014.227974,177285.661795
2029,214094.428147,194631.298316
2030,232666.790293,211515.263903
2031,247756.834536,225233.485942
2032,244709.806372,222463.460338
2033,236656.946223,215142.678384
2034,230127.600156,209206.909233
2035,229329.56897,208481.426336
2036,236294.204775,214812.913431
2037,250586.217832,227805.652575
2038,263790.006545,239809.096859
