year,Base case cost,Modeled diesel efficiency
2019,449452.247795,738343.71463
2020,482289.851228,760467.547901
2021,503686.368114,772371.530903
2022,523858.092853,783338.958592
2023,542663.64479,793237.157207
2024,563443.872661,805099.213186
2025,588141.071199,820686.895202
2026,612902.112231,836493.498279
2027,632714.634428,847958.559597
2028,649397.379155,856731.798073
2029,727921.055701,921873.898946
2030,802700.426511,983758.407236
2031,874581.625913,1043151.1065
2032,883402.401002,1045355.69059
2033,875630.701024,1032612.47911
2034,869882.32859,1021841.73517
2035,880625.544845,1026193.30435
2036,928636.224764,1064551.29979
2037,997333.146971,1121838.90937
2038,1073625.32664,1186152.33294
