year,Base case cost,Modeled residential energy efficiency
2017,739586.705864,730774.085856
2018,735305.780511,720434.428035
2019,792752.669914,770159.485153
2020,824568.909766,797513.227501
2021,835662.430088,805026.054946
2022,869625.445154,836119.641974
2023,908584.448237,872580.193129
2024,974446.110622,936313.642772
2025,1044608.48991,1004038.2606
2026,1108648.30808,1065669.59993
2027,1151170.62202,1105812.03135
2028,1184884.91169,1137344.13164
2029,1499111.16717,1449245.70225
2030,1798834.71054,1747010.72729
2031,2065367.37109,2011101.57649
2032,2042551.27495,1985869.06764
2033,1932537.26477,1873293.68103
2034,1848912.91031,1787301.93922
2035,1856835.67814,1793220.50815
2036,1998218.91086,1932113.34071
