year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,95761.0,71150.3297698
2018,95761.0,71150.3297698
2019,95761.0,71150.3297698
2020,95761.0,71150.3297698
2021,95761.0,71150.3297698
2022,95761.0,71150.3297698
2023,95761.0,71150.3297698
2024,95761.0,71150.3297698
2025,95761.0,71150.3297698
2026,95761.0,71150.3297698
2027,95761.0,71150.3297698
2028,95761.0,71150.3297698
2029,95761.0,71150.3297698
2030,95761.0,71150.3297698
2031,95761.0,71150.3297698
2032,,
2033,,
2034,,
2035,,
2036,,
