year,Base case diesel consumed,Modeled non-residential ashp
2017,95761.3538713,67428.2094149
2018,95761.3538713,67428.2094149
2019,95761.3538713,67428.2094149
2020,95761.3538713,67428.2094149
2021,95761.3538713,67428.2094149
2022,95761.3538713,67428.2094149
2023,95761.3538713,67428.2094149
2024,95761.3538713,67428.2094149
2025,95761.3538713,67428.2094149
2026,95761.3538713,67428.2094149
2027,95761.3538713,67428.2094149
2028,95761.3538713,67428.2094149
2029,95761.3538713,67428.2094149
2030,95761.3538713,67428.2094149
2031,95761.3538713,67428.2094149
