year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,1209.6,233455.66,317803.68,3676.94,611577.31,421783.03
2018,1228.57,258955.49,313531.07,3611.01,639184.33,421774.71
2019,1423.94,293899.7,343131.91,3862.74,677016.17,449620.76
2020,1524.39,310899.59,359764.67,3992.79,695420.84,464804.24
2021,1558.69,323177.29,364991.06,4021.06,708713.11,470671.37
2022,1673.88,331677.23,383673.7,4194.39,717915.45,485951.74
2023,1812.36,338288.3,405440.85,4407.68,725072.82,503143.6
2024,2031.47,343010.49,442886.62,4754.92,730185.23,531559.49
2025,2262.58,349621.55,482726.54,5110.71,737342.61,561881.95
2026,2496.62,356232.62,519125.85,5465.21,744499.98,589522.46
2027,2649.97,362843.69,543180.9,5685.49,751657.36,607989.72
2028,2773.96,368510.32,562254.7,5860.07,757792.25,622630.21
2029,3875.44,375121.38,743595.38,7559.1,764949.62,755515.78
2030,4958.43,379843.57,916972.54,9215.91,770062.03,881862.17
2031,5919.96,387399.08,1071431.01,10638.01,778241.89,993936.37
2032,,,1058255.62,,,984295.65
2033,,,994304.89,,,938232.37
2034,,,945519.79,,,903393.12
2035,,,949995.63,,,906840.05
2036,,,1032254.23,,,965964.68
