year,Base case cost,Modeled water and wastewater efficiency
2017,4886.54488397,26723.7099758
2018,4839.58732089,26143.319216
2019,5286.67538236,25928.5563361
2020,5517.17180556,25573.2755842
2021,5579.7480199,25110.81259
2022,5868.26275518,24821.5735613
2023,6220.03689198,24589.0301971
2024,6786.38763705,24520.6657667
2025,7373.29023916,24477.5590872
2026,7961.82903282,24446.1719496
2027,8335.46072693,24272.206005
2028,8634.03582708,24055.1693459
2029,11434.541177,25626.8765964
2030,14174.3414421,27164.7120546
2031,16557.9697656,28457.1442701
