year,Base case cost,Modeled non-residential energy efficiency
2017,845032.97346,844181.766611
2018,898139.819749,886403.939585
2019,970915.868366,945723.740742
2020,1006320.43256,972807.962013
2021,1031890.39559,991469.663371
2022,1049592.67768,1003407.97778
2023,1063361.11931,1012023.15866
2024,1073195.72048,1017313.35406
2025,1086964.16211,1026081.05499
2026,1100732.60374,1034922.34552
2027,1114501.04537,1043835.50092
2028,1126302.56677,1051117.76195
2029,1140071.0084,1060169.63352
2030,1149905.60956,1065886.28468
2031,1165640.97142,1076771.5212
