year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,69601.2341471,51504.9132688
2018,69601.2341471,51504.9132688
2019,69601.2341471,51504.9132688
2020,69601.2341471,51504.9132688
2021,69601.2341471,51504.9132688
2022,69601.2341471,51504.9132688
2023,69601.2341471,51504.9132688
2024,69601.2341471,51504.9132688
2025,69601.2341471,51504.9132688
2026,69601.2341471,51504.9132688
2027,69601.2341471,51504.9132688
2028,69601.2341471,51504.9132688
2029,69601.2341471,51504.9132688
2030,69601.2341471,51504.9132688
2031,69601.2341471,51504.9132688
