year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,21996800,6282806
2004,,0,0,0,0,23326170,3594576
2005,,0,0,0,0,23282381,4609680
2006,,0,0,0,0,24537927,3611224
2007,,0,0,0,0,27249469,2063646
2008,,0,0,0,0,22026020,7664656
2009,,0,0,0,0,24751287,3964668
2010,,0,0,0,0,26579693,2116731
2011,,0,0,0,0,24240245,6019552
2012,,0,0,0,0,40906360,3891937
2013,,0,0,0,0,26255372,4123524
2014,start of forecast,0,0,0,0,30145000,0
2015,,0,0,0,0,30283000,0
2016,,0,0,0,0,29755239,689761
2017,,0,0,0,0,30615000,0
2018,,0,0,0,0,30751000,0
2019,,0,0,0,0,30583491,241509
2020,,0,0,0,0,30859575,40425
2021,,0,0,0,0,30838813,149187
2022,,0,0,0,0,30760626,276374
2023,,0,0,0,0,30819672,252328
2024,,0,0,0,0,30806370,270630
2025,,0,0,0,0,30795556,293444
2026,,0,0,0,0,30807199,305801
2027,,0,0,0,0,30803042,366958
2028,,0,0,0,0,30801933,435067
2029,,0,0,0,0,30804058,260942
2030,,0,0,0,0,30803011,141989
2031,,0,0,0,0,30803000,24000
2032,,0,0,0,0,30803356,133644
2033,,0,0,0,0,30803123,287877
2034,,0,0,0,0,30803160,430840
2035,,0,0,0,0,30803213,517787
2036,,0,0,0,0,30803165,519835
2037,,0,0,0,0,30803179,447821
2038,,0,0,0,0,30803186,393814
2039,,0,0,0,0,30803177,413823
2040,,0,0,0,0,30803181,486819
