year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,0.0,5321.62,69601.23,46790.13
2018,0.0,5337.76,69601.23,47764.69
2019,17278.82,5346.61,69601.23,48739.24
2020,2892.2,5355.57,69601.23,49226.52
2021,10673.61,5366.13,69601.23,49713.8
2022,19773.22,5372.02,69601.23,50201.08
2023,18052.91,5376.18,69601.23,50201.08
2024,19362.27,5376.72,69601.23,50201.08
2025,20994.52,5378.2,69601.23,50688.36
2026,21878.59,5381.07,69601.23,50688.36
2027,26254.11,5387.84,69601.23,51175.64
2028,31127.03,5395.92,69601.23,51662.92
2029,18669.17,5375.31,69601.23,50201.08
2030,10158.65,5360.98,69601.23,49226.52
2031,1717.05,5346.94,69601.23,48739.24
2032,9561.57,5360.08,69601.23,49226.52
2033,20596.27,5378.48,69601.23,50688.36
2034,30824.58,5395.54,69601.23,51662.92
2035,37045.22,5405.95,69601.23,52150.19
2036,37191.74,5406.18,69601.23,52150.19
2037,32039.46,5397.55,69601.23,51662.92
2038,28175.55,5391.09,69601.23,51175.64
2039,29607.1,5393.54,69601.23,51175.64
2040,34829.63,5402.19,69601.23,52150.19
