year,Base case cost,Modeled biomass for heat (cordwood)
2017,266712.522832,319265.301688
2018,298333.084141,345483.73536
2019,344013.524865,383791.563394
2020,365265.282504,401140.764558
2021,381688.840143,414410.700272
2022,394463.73249,424598.984994
2023,401987.017783,430102.140182
2024,408249.179106,434547.383544
2025,416124.054836,440626.670967
2026,426187.588806,448371.334604
2027,435436.193799,455684.151971
2028,443477.598792,461991.004716
2029,447047.52646,463483.038157
2030,448486.61912,463407.292894
2031,456568.694865,469267.548881
2032,467111.207797,477787.679558
2033,482727.564836,491217.927229
2034,496674.798792,502996.28177
2035,504981.546431,509695.087881
2036,515154.106431,517732.026353
