year,Base case diesel consumed,Modeled residential energy efficiency
2017,46790.1289604,38974.6457282
2018,47764.6862484,39949.2030162
2019,48739.2435365,40923.7603042
2020,49226.5221805,41411.0389483
2021,49713.8008245,41898.3175923
2022,50201.0794685,42385.5962363
2023,50201.0794685,42385.5962363
2024,50201.0794685,42385.5962363
2025,50688.3581125,42872.8748803
2026,50688.3581125,42872.8748803
2027,51175.6367566,43360.1535243
2028,51662.9154006,43847.4321684
2029,50201.0794685,42385.5962363
2030,49226.5221805,41411.0389483
2031,48739.2435365,40923.7603042
2032,49226.5221805,41411.0389483
2033,50688.3581125,42872.8748803
2034,51662.9154006,43847.4321684
2035,52150.1940446,44334.7108124
2036,52150.1940446,44334.7108124
