year,Base case cost,Modeled non-residential energy efficiency
2017,46901.2082102,49969.8503659
2018,49602.0788028,52291.8154243
2019,53364.2637986,55635.0866703
2020,55164.8441937,57113.6436395
2021,56445.7432265,58108.3769717
2022,57365.5535654,58757.4516819
2023,58046.2591333,59192.8784361
2024,58626.932457,59538.3831882
2025,59246.6460633,59917.6947598
2026,60046.9040167,60477.2772163
2027,60727.6095845,60932.1469833
2028,61247.2909467,61230.5718557
2029,62028.0287587,61789.4499486
2030,62508.6698383,62067.82419
2031,63308.9277916,62649.7791926
