year,Base case diesel consumed,Modeled non-residential ashp
2017,1111.06701897,-1304.29606575
2018,1111.06701897,-1304.29606575
2019,1111.06701897,-1304.29606575
2020,1111.06701897,-1304.29606575
2021,1111.06701897,-1304.29606575
2022,1111.06701897,-1304.29606575
2023,1111.06701897,-1304.29606575
2024,1111.06701897,-1304.29606575
2025,1111.06701897,-1304.29606575
2026,1111.06701897,-1304.29606575
2027,1111.06701897,-1304.29606575
2028,1111.06701897,-1304.29606575
2029,1111.06701897,-1304.29606575
2030,1111.06701897,-1304.29606575
2031,1111.06701897,-1304.29606575
