year,Base case diesel consumed,Modeled diesel efficiency
2019,85905.4079784,78095.8254349
2020,89347.1310545,81224.664595
2021,97607.266437,88733.8785791
2022,51212.8393717,46557.1267016
2023,111374.158741,101249.235219
2024,146892.740886,133538.855351
2025,169883.451034,154439.50094
2026,201134.296565,182849.360513
2027,238855.581478,217141.437708
2028,282496.630083,256815.118257
2029,312921.462075,284474.056432
2030,300944.26577,273585.696155
2031,317739.874382,288854.431256
2032,367851.362369,334410.329426
2033,427048.999277,388226.362979
2034,475233.122342,432030.11122
2035,516533.799255,469576.181141
2036,551088.698938,500989.726308
2037,574492.415856,522265.832596
2038,598171.470619,543792.246017
