year,Base case diesel consumed,Modeled residential energy efficiency
2017,21415.773072,16415.5614092
2018,21415.773072,16415.5614092
2019,21415.773072,16415.5614092
2020,21415.773072,16415.5614092
2021,21415.773072,16415.5614092
2022,21415.773072,16415.5614092
2023,21415.773072,16415.5614092
2024,21415.773072,16415.5614092
2025,21415.773072,16415.5614092
2026,21415.773072,16415.5614092
2027,21415.773072,16415.5614092
2028,21415.773072,16415.5614092
2029,20358.1303099,15357.9186471
2030,20358.1303099,15357.9186471
2031,20358.1303099,15357.9186471
2032,20358.1303099,15357.9186471
2033,20358.1303099,15357.9186471
2034,20358.1303099,15357.9186471
2035,20358.1303099,15357.9186471
2036,20358.1303099,15357.9186471
