year,Base case cost,Modeled non-residential energy efficiency
2017,245547.270083,311700.128245
2018,262284.548252,326219.595242
2019,286629.680133,348164.762881
2020,297280.675331,356856.118561
2021,305649.314416,363370.537147
2022,310974.812015,366968.593275
2023,315539.524242,369864.963302
2024,318582.665728,371320.263808
2025,322386.592584,373549.212088
2026,326951.304812,376550.984835
2027,331516.01704,379586.257933
2028,334559.158525,381177.20597
2029,339123.870753,384277.142656
2030,342167.012238,385931.238736
2031,346731.724466,389092.843433
