year,Base case diesel consumed,Modeled non-residential ashp
2017,67514.9794408,47260.485568
2018,67514.9794408,47260.485568
2019,67514.9794408,47260.485568
2020,67514.9794408,47260.485568
2021,67514.9794408,47260.485568
2022,67514.9794408,47260.485568
2023,67514.9794408,47260.485568
2024,67514.9794408,47260.485568
2025,67514.9794408,47260.485568
2026,67514.9794408,47260.485568
2027,67514.9794408,47260.485568
2028,67514.9794408,47260.485568
2029,67514.9794408,47260.485568
2030,67514.9794408,47260.485568
2031,67514.9794408,47260.485568
