year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,67514.9794408,49961.0847862
2018,67514.9794408,49961.0847862
2019,67514.9794408,49961.0847862
2020,67514.9794408,49961.0847862
2021,67514.9794408,49961.0847862
2022,67514.9794408,49961.0847862
2023,67514.9794408,49961.0847862
2024,67514.9794408,49961.0847862
2025,67514.9794408,49961.0847862
2026,67514.9794408,49961.0847862
2027,67514.9794408,49961.0847862
2028,67514.9794408,49961.0847862
2029,67514.9794408,49961.0847862
2030,67514.9794408,49961.0847862
2031,67514.9794408,49961.0847862
