year,Base case cost,Modeled diesel efficiency
2019,212186.357707,553094.242547
2020,233196.012052,563751.79815
2021,265491.764709,584867.30555
2022,142883.821847,465354.496595
2023,317416.352412,616158.087087
2024,424520.021161,705846.986009
2025,499457.346041,766473.708984
2026,603402.889694,853647.27708
2027,730898.079324,962401.23253
2028,875739.553257,1087092.13331
2029,988831.820158,1183083.78661
2030,963021.650466,1152960.32956
2031,1035831.99048,1212647.96722
2032,1224945.03669,1378217.76549
2033,1447696.10755,1574516.44128
2034,1644306.6033,1747196.32428
2035,1807868.29739,1889973.80142
2036,1967386.65521,2029214.15047
2037,2079662.5454,2125642.18466
2038,2207252.72658,2236124.51152
