year,Base case cost,Modeled residential energy efficiency
2017,146707.748884,152920.198261
2018,155598.847463,160116.483442
2019,168531.354488,170868.095749
2020,174189.326311,175258.824086
2021,178634.875601,178600.430316
2022,181463.861513,180538.464128
2023,183888.70658,182135.03743
2024,185505.269958,183035.714348
2025,187525.97418,184302.620884
2026,189950.819248,185935.473656
2027,192375.664315,187579.857203
2028,193992.227693,188527.223814
2029,187236.657194,181013.448913
2030,188777.87432,181907.204741
2031,191089.700009,183482.052071
2032,193786.82998,185402.442952
2033,196098.655669,186997.533016
2034,198795.78564,188937.692188
2035,200337.002766,189881.482898
2036,203034.132736,191840.494586
