year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,92909.1298444,68634.3160849
2018,92909.1298444,68634.3160849
2019,92909.1298444,68634.3160849
2020,92909.1298444,68634.3160849
2021,92909.1298444,68634.3160849
2022,92909.1298444,68634.3160849
2023,92909.1298444,68634.3160849
2024,92909.1298444,68634.3160849
2025,92909.1298444,68634.3160849
2026,92909.1298444,68634.3160849
2027,92909.1298444,68634.3160849
2028,92909.1298444,68634.3160849
2029,92909.1298444,68634.3160849
2030,92909.1298444,68634.3160849
2031,92909.1298444,68634.3160849
