year,Base case cost,Modeled residential energy efficiency
2017,1156210.68385,1137995.26535
2018,1210187.7878,1177775.96043
2019,1269543.60063,1219054.2155
2020,1312862.52899,1251955.9519
2021,1339171.4009,1269932.82916
2022,1373358.2578,1296676.47408
2023,1401965.76845,1319523.5113
2024,1420144.03021,1332029.66244
2025,1450706.63915,1356608.38912
2026,1483117.06222,1382721.13595
2027,1514275.69427,1408062.44985
2028,1544111.01253,1432558.87913
2029,1564792.71385,1447582.11017
2030,1593423.92294,1471427.61882
2031,1627252.88102,1499351.53201
